benchmark,variant,method,question_bucket,num_queries,num_failures,accuracy,failure_rate
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,item_name,182,170,0.065934,0.934066
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,item_name:comparative,1,0,1.0,0.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,judgment,44,43,0.022727,0.977273
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,judgment:comparative,5,5,0.0,1.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,occupation,3,3,0.0,1.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,person_name,52,46,0.115385,0.884615
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,pet_name,12,7,0.416667,0.583333
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,preference_choice:comparative,2,2,0.0,1.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,price,2,2,0.0,1.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,quantity,37,32,0.135135,0.864865
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,quantity:comparative,1,1,0.0,1.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,ratio,12,12,0.0,1.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,status,1,1,0.0,1.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,time_of_day,1,1,0.0,1.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,title_or_name,160,149,0.06875,0.93125
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,when,271,271,0.0,1.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,where,91,75,0.175824,0.824176
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,activity_list,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,activity_list:comparative,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,brand,3,2,0.333333,0.666667
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,breed,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,color,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,degree,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,duration,26,24,0.076923,0.923077
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,event_name,18,18,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,event_name:comparative,10,8,0.2,0.8
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,field,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,generic,102,94,0.078431,0.921569
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,generic:comparative,7,5,0.285714,0.714286
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,group_name,3,2,0.333333,0.666667
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,group_name:comparative,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,item_name,9,9,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,item_name:comparative,4,1,0.75,0.25
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,judgment,17,15,0.117647,0.882353
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,occupation,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,person_name,10,6,0.4,0.6
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,person_name:comparative,4,4,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,pet_name,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,price,37,35,0.054054,0.945946
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,price:comparative,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,quantity,166,145,0.126506,0.873494
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,quantity:comparative,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,ratio,5,5,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,size,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,speed,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,time_of_day,7,6,0.142857,0.857143
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,title_or_name,24,17,0.291667,0.708333
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,title_or_name:comparative,5,3,0.4,0.6
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,when,4,4,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,where,20,20,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,where:comparative,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,activity_list,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,activity_list:comparative,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,brand,3,2,0.333333,0.666667
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,breed,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,color,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,degree,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,duration,26,24,0.076923,0.923077
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,event_name,18,18,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,event_name:comparative,10,8,0.2,0.8
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,field,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,generic,102,95,0.068627,0.931373
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,generic:comparative,7,5,0.285714,0.714286
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,group_name,3,2,0.333333,0.666667
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,group_name:comparative,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,item_name,9,9,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,item_name:comparative,4,2,0.5,0.5
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,judgment,17,17,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,occupation,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,person_name,10,6,0.4,0.6
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,person_name:comparative,4,2,0.5,0.5
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,pet_name,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,price,37,35,0.054054,0.945946
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,price:comparative,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,quantity,166,142,0.144578,0.855422
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,quantity:comparative,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,ratio,5,5,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,size,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,speed,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,time_of_day,7,6,0.142857,0.857143
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,title_or_name,24,18,0.25,0.75
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,title_or_name:comparative,5,4,0.2,0.8
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,when,4,4,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,where,20,20,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,where:comparative,1,1,0.0,1.0
