benchmark,variant,method,question_bucket,num_queries,num_failures,accuracy,failure_rate
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,activity_list,44,39,0.113636,0.886364
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,breed,1,1,0.0,1.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,color,4,3,0.25,0.75
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,degree,1,1,0.0,1.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,duration,35,31,0.114286,0.885714
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,event_name,89,73,0.179775,0.820225
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,field,2,2,0.0,1.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,generic,876,782,0.107306,0.892694
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,generic:comparative,3,2,0.333333,0.666667
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,group_name,53,43,0.188679,0.811321
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,identity,1,1,0.0,1.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,item_name,182,162,0.10989,0.89011
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,item_name:comparative,1,0,1.0,0.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,judgment,44,40,0.090909,0.909091
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,judgment:comparative,5,5,0.0,1.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,occupation,3,3,0.0,1.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,person_name,52,43,0.173077,0.826923
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,pet_name,12,4,0.666667,0.333333
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,preference_choice:comparative,2,2,0.0,1.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,price,2,2,0.0,1.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,quantity,37,29,0.216216,0.783784
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,quantity:comparative,1,1,0.0,1.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,ratio,12,12,0.0,1.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,status,1,1,0.0,1.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,time_of_day,1,1,0.0,1.0
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,title_or_name,160,139,0.13125,0.86875
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,when,271,270,0.00369,0.99631
locomo,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,where,91,65,0.285714,0.714286
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,activity_list,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,activity_list:comparative,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,brand,3,2,0.333333,0.666667
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,breed,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,color,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,degree,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,duration,26,23,0.115385,0.884615
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,event_name,18,17,0.055556,0.944444
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,event_name:comparative,10,7,0.3,0.7
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,field,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,generic,102,95,0.068627,0.931373
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,generic:comparative,7,3,0.571429,0.428571
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,group_name,3,2,0.333333,0.666667
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,group_name:comparative,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,item_name,9,9,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,item_name:comparative,4,1,0.75,0.25
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,judgment,17,17,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,occupation,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,person_name,10,6,0.4,0.6
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,person_name:comparative,4,2,0.5,0.5
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,pet_name,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,price,37,35,0.054054,0.945946
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,price:comparative,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,quantity,166,142,0.144578,0.855422
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,quantity:comparative,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,ratio,5,5,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,size,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,speed,1,0,1.0,0.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,time_of_day,7,6,0.142857,0.857143
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,title_or_name,24,17,0.291667,0.708333
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,title_or_name:comparative,5,3,0.4,0.6
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,when,4,3,0.25,0.75
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,where,20,18,0.1,0.9
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,where:comparative,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,activity_list,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,activity_list:comparative,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,brand,3,2,0.333333,0.666667
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,breed,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,color,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,degree,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,duration,26,24,0.076923,0.923077
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,event_name,18,17,0.055556,0.944444
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,event_name:comparative,10,7,0.3,0.7
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,field,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,generic,102,93,0.088235,0.911765
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,generic:comparative,7,2,0.714286,0.285714
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,group_name,3,2,0.333333,0.666667
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,group_name:comparative,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,item_name,9,9,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,item_name:comparative,4,2,0.5,0.5
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,judgment,17,16,0.058824,0.941176
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,occupation,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,person_name,10,7,0.3,0.7
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,person_name:comparative,4,2,0.5,0.5
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,pet_name,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,price,37,35,0.054054,0.945946
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,price:comparative,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,quantity,166,147,0.114458,0.885542
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,quantity:comparative,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,ratio,5,5,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,size,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,speed,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,time_of_day,7,6,0.142857,0.857143
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,title_or_name,24,18,0.25,0.75
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,title_or_name:comparative,5,4,0.2,0.8
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,when,4,3,0.25,0.75
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,where,20,17,0.15,0.85
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,where:comparative,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,activity_list,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,activity_list:comparative,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,brand,3,2,0.333333,0.666667
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,breed,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,color,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,degree,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,duration,26,24,0.076923,0.923077
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,event_name,18,17,0.055556,0.944444
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,event_name:comparative,10,7,0.3,0.7
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,field,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,generic,102,96,0.058824,0.941176
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,generic:comparative,7,4,0.428571,0.571429
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,group_name,3,2,0.333333,0.666667
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,group_name:comparative,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,item_name,9,9,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,item_name:comparative,4,1,0.75,0.25
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,judgment,17,17,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,occupation,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,person_name,10,6,0.4,0.6
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,person_name:comparative,4,2,0.5,0.5
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,pet_name,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,price,37,37,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,price:comparative,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,quantity,166,140,0.156627,0.843373
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,quantity:comparative,2,2,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,ratio,5,5,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,size,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,speed,1,1,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,time_of_day,7,6,0.142857,0.857143
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,title_or_name,24,17,0.291667,0.708333
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,title_or_name:comparative,5,4,0.2,0.8
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,when,4,3,0.25,0.75
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,where,20,19,0.05,0.95
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,where:comparative,1,1,0.0,1.0
