benchmark,variant,method,failure_bucket,num_queries,num_failures,accuracy,failure_rate
locomo,tfidf,reader_qwen25_7b_instruct,comparative_reasoning,6,6,0.0,1.0
locomo,tfidf,reader_qwen25_7b_instruct,confident_selection_error,106,106,0.0,1.0
locomo,tfidf,reader_qwen25_7b_instruct,correct,8,0,1.0,0.0
locomo,tfidf,reader_qwen25_7b_instruct,empty_prediction,6,6,0.0,1.0
locomo,tfidf,reader_qwen25_7b_instruct,retrieval_miss,119,119,0.0,1.0
locomo,tfidf,reader_qwen25_7b_instruct,supported_but_wrong,1741,1741,0.0,1.0
locomo,tfidf,retrieval_only_baseline,comparative_reasoning,3,3,0.0,1.0
locomo,tfidf,retrieval_only_baseline,confident_selection_error,1259,1259,0.0,1.0
locomo,tfidf,retrieval_only_baseline,correct,273,0,1.0,0.0
locomo,tfidf,retrieval_only_baseline,empty_prediction,8,8,0.0,1.0
locomo,tfidf,retrieval_only_baseline,retrieval_miss,111,111,0.0,1.0
locomo,tfidf,retrieval_only_baseline,supported_but_wrong,332,332,0.0,1.0
longmemeval,dense_e5,proposed_learned_direct_valid,comparative_reasoning,23,23,0.0,1.0
longmemeval,dense_e5,proposed_learned_direct_valid,confident_selection_error,215,215,0.0,1.0
longmemeval,dense_e5,proposed_learned_direct_valid,correct,73,0,1.0,0.0
longmemeval,dense_e5,proposed_learned_direct_valid,retrieval_miss,25,25,0.0,1.0
longmemeval,dense_e5,proposed_learned_direct_valid,supported_but_wrong,164,164,0.0,1.0
longmemeval,dense_e5,proposed_learned_direct_valid_resolver,comparative_reasoning,23,23,0.0,1.0
longmemeval,dense_e5,proposed_learned_direct_valid_resolver,confident_selection_error,274,274,0.0,1.0
longmemeval,dense_e5,proposed_learned_direct_valid_resolver,correct,77,0,1.0,0.0
longmemeval,dense_e5,proposed_learned_direct_valid_resolver,retrieval_miss,25,25,0.0,1.0
longmemeval,dense_e5,proposed_learned_direct_valid_resolver,supported_but_wrong,101,101,0.0,1.0
longmemeval,dense_e5,reader_llama31_8b_instruct,comparative_reasoning,37,37,0.0,1.0
longmemeval,dense_e5,reader_llama31_8b_instruct,confident_selection_error,63,63,0.0,1.0
longmemeval,dense_e5,reader_llama31_8b_instruct,correct,13,0,1.0,0.0
longmemeval,dense_e5,reader_llama31_8b_instruct,empty_prediction,6,6,0.0,1.0
longmemeval,dense_e5,reader_llama31_8b_instruct,retrieval_miss,24,24,0.0,1.0
longmemeval,dense_e5,reader_llama31_8b_instruct,supported_but_wrong,357,357,0.0,1.0
longmemeval,dense_e5,reader_qwen25_7b_instruct,comparative_reasoning,37,37,0.0,1.0
longmemeval,dense_e5,reader_qwen25_7b_instruct,confident_selection_error,58,58,0.0,1.0
longmemeval,dense_e5,reader_qwen25_7b_instruct,correct,18,0,1.0,0.0
longmemeval,dense_e5,reader_qwen25_7b_instruct,empty_prediction,2,2,0.0,1.0
longmemeval,dense_e5,reader_qwen25_7b_instruct,retrieval_miss,25,25,0.0,1.0
longmemeval,dense_e5,reader_qwen25_7b_instruct,supported_but_wrong,360,360,0.0,1.0
longmemeval,dense_e5,retrieval_only_baseline,comparative_reasoning,23,23,0.0,1.0
longmemeval,dense_e5,retrieval_only_baseline,confident_selection_error,252,252,0.0,1.0
longmemeval,dense_e5,retrieval_only_baseline,correct,72,0,1.0,0.0
longmemeval,dense_e5,retrieval_only_baseline,retrieval_miss,25,25,0.0,1.0
longmemeval,dense_e5,retrieval_only_baseline,supported_but_wrong,128,128,0.0,1.0
longmemeval,dense_e5_rerank,proposed_learned_direct_valid,comparative_reasoning,23,23,0.0,1.0
longmemeval,dense_e5_rerank,proposed_learned_direct_valid,confident_selection_error,182,182,0.0,1.0
longmemeval,dense_e5_rerank,proposed_learned_direct_valid,correct,81,0,1.0,0.0
longmemeval,dense_e5_rerank,proposed_learned_direct_valid,retrieval_miss,14,14,0.0,1.0
longmemeval,dense_e5_rerank,proposed_learned_direct_valid,supported_but_wrong,200,200,0.0,1.0
longmemeval,dense_e5_rerank,proposed_learned_direct_valid_resolver,comparative_reasoning,23,23,0.0,1.0
longmemeval,dense_e5_rerank,proposed_learned_direct_valid_resolver,confident_selection_error,238,238,0.0,1.0
longmemeval,dense_e5_rerank,proposed_learned_direct_valid_resolver,correct,80,0,1.0,0.0
longmemeval,dense_e5_rerank,proposed_learned_direct_valid_resolver,retrieval_miss,14,14,0.0,1.0
longmemeval,dense_e5_rerank,proposed_learned_direct_valid_resolver,supported_but_wrong,145,145,0.0,1.0
longmemeval,dense_e5_rerank,reader_llama31_8b_instruct,comparative_reasoning,37,37,0.0,1.0
longmemeval,dense_e5_rerank,reader_llama31_8b_instruct,confident_selection_error,47,47,0.0,1.0
longmemeval,dense_e5_rerank,reader_llama31_8b_instruct,correct,17,0,1.0,0.0
longmemeval,dense_e5_rerank,reader_llama31_8b_instruct,empty_prediction,6,6,0.0,1.0
longmemeval,dense_e5_rerank,reader_llama31_8b_instruct,retrieval_miss,15,15,0.0,1.0
longmemeval,dense_e5_rerank,reader_llama31_8b_instruct,supported_but_wrong,378,378,0.0,1.0
longmemeval,dense_e5_rerank,reader_qwen25_7b_instruct,comparative_reasoning,38,38,0.0,1.0
longmemeval,dense_e5_rerank,reader_qwen25_7b_instruct,confident_selection_error,49,49,0.0,1.0
longmemeval,dense_e5_rerank,reader_qwen25_7b_instruct,correct,19,0,1.0,0.0
longmemeval,dense_e5_rerank,reader_qwen25_7b_instruct,empty_prediction,3,3,0.0,1.0
longmemeval,dense_e5_rerank,reader_qwen25_7b_instruct,retrieval_miss,15,15,0.0,1.0
longmemeval,dense_e5_rerank,reader_qwen25_7b_instruct,supported_but_wrong,376,376,0.0,1.0
longmemeval,dense_e5_rerank,retrieval_only_baseline,comparative_reasoning,23,23,0.0,1.0
longmemeval,dense_e5_rerank,retrieval_only_baseline,confident_selection_error,240,240,0.0,1.0
longmemeval,dense_e5_rerank,retrieval_only_baseline,correct,79,0,1.0,0.0
longmemeval,dense_e5_rerank,retrieval_only_baseline,retrieval_miss,14,14,0.0,1.0
longmemeval,dense_e5_rerank,retrieval_only_baseline,supported_but_wrong,144,144,0.0,1.0
longmemeval,hybrid_bge_m3,proposed_learned_direct_valid,comparative_reasoning,24,24,0.0,1.0
longmemeval,hybrid_bge_m3,proposed_learned_direct_valid,confident_selection_error,166,166,0.0,1.0
longmemeval,hybrid_bge_m3,proposed_learned_direct_valid,correct,77,0,1.0,0.0
longmemeval,hybrid_bge_m3,proposed_learned_direct_valid,retrieval_miss,13,13,0.0,1.0
longmemeval,hybrid_bge_m3,proposed_learned_direct_valid,supported_but_wrong,220,220,0.0,1.0
longmemeval,hybrid_bge_m3,proposed_learned_direct_valid_resolver,comparative_reasoning,25,25,0.0,1.0
longmemeval,hybrid_bge_m3,proposed_learned_direct_valid_resolver,confident_selection_error,238,238,0.0,1.0
longmemeval,hybrid_bge_m3,proposed_learned_direct_valid_resolver,correct,76,0,1.0,0.0
longmemeval,hybrid_bge_m3,proposed_learned_direct_valid_resolver,retrieval_miss,13,13,0.0,1.0
longmemeval,hybrid_bge_m3,proposed_learned_direct_valid_resolver,supported_but_wrong,148,148,0.0,1.0
longmemeval,hybrid_bge_m3,reader_llama31_8b_instruct,comparative_reasoning,37,37,0.0,1.0
longmemeval,hybrid_bge_m3,reader_llama31_8b_instruct,confident_selection_error,70,70,0.0,1.0
longmemeval,hybrid_bge_m3,reader_llama31_8b_instruct,correct,9,0,1.0,0.0
longmemeval,hybrid_bge_m3,reader_llama31_8b_instruct,empty_prediction,4,4,0.0,1.0
longmemeval,hybrid_bge_m3,reader_llama31_8b_instruct,retrieval_miss,13,13,0.0,1.0
longmemeval,hybrid_bge_m3,reader_llama31_8b_instruct,supported_but_wrong,367,367,0.0,1.0
longmemeval,hybrid_bge_m3,reader_qwen25_7b_instruct,comparative_reasoning,38,38,0.0,1.0
longmemeval,hybrid_bge_m3,reader_qwen25_7b_instruct,confident_selection_error,80,80,0.0,1.0
longmemeval,hybrid_bge_m3,reader_qwen25_7b_instruct,correct,14,0,1.0,0.0
longmemeval,hybrid_bge_m3,reader_qwen25_7b_instruct,empty_prediction,4,4,0.0,1.0
longmemeval,hybrid_bge_m3,reader_qwen25_7b_instruct,retrieval_miss,13,13,0.0,1.0
longmemeval,hybrid_bge_m3,reader_qwen25_7b_instruct,supported_but_wrong,351,351,0.0,1.0
longmemeval,hybrid_bge_m3,retrieval_only_baseline,comparative_reasoning,25,25,0.0,1.0
longmemeval,hybrid_bge_m3,retrieval_only_baseline,confident_selection_error,149,149,0.0,1.0
longmemeval,hybrid_bge_m3,retrieval_only_baseline,correct,68,0,1.0,0.0
longmemeval,hybrid_bge_m3,retrieval_only_baseline,retrieval_miss,13,13,0.0,1.0
longmemeval,hybrid_bge_m3,retrieval_only_baseline,supported_but_wrong,245,245,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,proposed_learned_direct_valid,comparative_reasoning,24,24,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,proposed_learned_direct_valid,confident_selection_error,177,177,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,proposed_learned_direct_valid,correct,82,0,1.0,0.0
longmemeval,hybrid_bge_m3_rerank,proposed_learned_direct_valid,retrieval_miss,13,13,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,proposed_learned_direct_valid,supported_but_wrong,204,204,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,proposed_learned_direct_valid_resolver,comparative_reasoning,24,24,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,proposed_learned_direct_valid_resolver,confident_selection_error,213,213,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,proposed_learned_direct_valid_resolver,correct,84,0,1.0,0.0
longmemeval,hybrid_bge_m3_rerank,proposed_learned_direct_valid_resolver,retrieval_miss,13,13,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,proposed_learned_direct_valid_resolver,supported_but_wrong,166,166,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,comparative_reasoning,38,38,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,confident_selection_error,44,44,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,correct,19,0,1.0,0.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,empty_prediction,6,6,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,retrieval_miss,14,14,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_llama31_8b_instruct,supported_but_wrong,379,379,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,comparative_reasoning,38,38,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,confident_selection_error,52,52,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,correct,20,0,1.0,0.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,empty_prediction,4,4,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,retrieval_miss,14,14,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_7b_instruct,supported_but_wrong,372,372,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,retrieval_only_baseline,comparative_reasoning,24,24,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,retrieval_only_baseline,confident_selection_error,247,247,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,retrieval_only_baseline,correct,79,0,1.0,0.0
longmemeval,hybrid_bge_m3_rerank,retrieval_only_baseline,retrieval_miss,13,13,0.0,1.0
longmemeval,hybrid_bge_m3_rerank,retrieval_only_baseline,supported_but_wrong,137,137,0.0,1.0
longmemeval,tfidf,proposed_learned_direct_valid,comparative_reasoning,26,26,0.0,1.0
longmemeval,tfidf,proposed_learned_direct_valid,confident_selection_error,220,220,0.0,1.0
longmemeval,tfidf,proposed_learned_direct_valid,correct,79,0,1.0,0.0
longmemeval,tfidf,proposed_learned_direct_valid,retrieval_miss,22,22,0.0,1.0
longmemeval,tfidf,proposed_learned_direct_valid,supported_but_wrong,153,153,0.0,1.0
longmemeval,tfidf,proposed_learned_direct_valid_resolver,comparative_reasoning,26,26,0.0,1.0
longmemeval,tfidf,proposed_learned_direct_valid_resolver,confident_selection_error,252,252,0.0,1.0
longmemeval,tfidf,proposed_learned_direct_valid_resolver,correct,81,0,1.0,0.0
longmemeval,tfidf,proposed_learned_direct_valid_resolver,retrieval_miss,22,22,0.0,1.0
longmemeval,tfidf,proposed_learned_direct_valid_resolver,supported_but_wrong,119,119,0.0,1.0
longmemeval,tfidf,reader_llama31_8b_instruct,comparative_reasoning,36,36,0.0,1.0
longmemeval,tfidf,reader_llama31_8b_instruct,confident_selection_error,32,32,0.0,1.0
longmemeval,tfidf,reader_llama31_8b_instruct,correct,15,0,1.0,0.0
longmemeval,tfidf,reader_llama31_8b_instruct,empty_prediction,5,5,0.0,1.0
longmemeval,tfidf,reader_llama31_8b_instruct,retrieval_miss,22,22,0.0,1.0
longmemeval,tfidf,reader_llama31_8b_instruct,supported_but_wrong,390,390,0.0,1.0
longmemeval,tfidf,reader_qwen25_7b_instruct,comparative_reasoning,38,38,0.0,1.0
longmemeval,tfidf,reader_qwen25_7b_instruct,confident_selection_error,38,38,0.0,1.0
longmemeval,tfidf,reader_qwen25_7b_instruct,correct,14,0,1.0,0.0
longmemeval,tfidf,reader_qwen25_7b_instruct,empty_prediction,2,2,0.0,1.0
longmemeval,tfidf,reader_qwen25_7b_instruct,retrieval_miss,22,22,0.0,1.0
longmemeval,tfidf,reader_qwen25_7b_instruct,supported_but_wrong,386,386,0.0,1.0
longmemeval,tfidf,retrieval_only_baseline,comparative_reasoning,26,26,0.0,1.0
longmemeval,tfidf,retrieval_only_baseline,confident_selection_error,298,298,0.0,1.0
longmemeval,tfidf,retrieval_only_baseline,correct,76,0,1.0,0.0
longmemeval,tfidf,retrieval_only_baseline,retrieval_miss,22,22,0.0,1.0
longmemeval,tfidf,retrieval_only_baseline,supported_but_wrong,78,78,0.0,1.0
