benchmark,variant,method,question_bucket,num_queries,num_failures,accuracy,failure_rate
locomo,dense_e5,proposed_learned_direct_valid,time_of_day,1,1,0.0,1.0
locomo,dense_e5,proposed_learned_direct_valid,title_or_name,160,132,0.175,0.825
locomo,dense_e5,proposed_learned_direct_valid,when,271,187,0.309963,0.690037
locomo,dense_e5,proposed_learned_direct_valid,where,91,63,0.307692,0.692308
locomo,dense_e5,proposed_learned_direct_valid_resolver,activity_list,44,39,0.113636,0.886364
locomo,dense_e5,proposed_learned_direct_valid_resolver,breed,1,1,0.0,1.0
locomo,dense_e5,proposed_learned_direct_valid_resolver,color,4,4,0.0,1.0
locomo,dense_e5,proposed_learned_direct_valid_resolver,degree,1,1,0.0,1.0
locomo,dense_e5,proposed_learned_direct_valid_resolver,duration,35,30,0.142857,0.857143
locomo,dense_e5,proposed_learned_direct_valid_resolver,event_name,89,80,0.101124,0.898876
locomo,dense_e5,proposed_learned_direct_valid_resolver,field,2,1,0.5,0.5
locomo,dense_e5,proposed_learned_direct_valid_resolver,generic,876,846,0.034247,0.965753
locomo,dense_e5,proposed_learned_direct_valid_resolver,generic:comparative,3,1,0.666667,0.333333
locomo,dense_e5,proposed_learned_direct_valid_resolver,group_name,53,48,0.09434,0.90566
locomo,dense_e5,proposed_learned_direct_valid_resolver,identity,1,1,0.0,1.0
locomo,dense_e5,proposed_learned_direct_valid_resolver,item_name,182,165,0.093407,0.906593
locomo,dense_e5,proposed_learned_direct_valid_resolver,item_name:comparative,1,0,1.0,0.0
locomo,dense_e5,proposed_learned_direct_valid_resolver,judgment,44,33,0.25,0.75
locomo,dense_e5,proposed_learned_direct_valid_resolver,judgment:comparative,5,1,0.8,0.2
locomo,dense_e5,proposed_learned_direct_valid_resolver,occupation,3,3,0.0,1.0
locomo,dense_e5,proposed_learned_direct_valid_resolver,person_name,52,47,0.096154,0.903846
locomo,dense_e5,proposed_learned_direct_valid_resolver,pet_name,12,8,0.333333,0.666667
locomo,dense_e5,proposed_learned_direct_valid_resolver,preference_choice:comparative,2,0,1.0,0.0
locomo,dense_e5,proposed_learned_direct_valid_resolver,price,2,1,0.5,0.5
locomo,dense_e5,proposed_learned_direct_valid_resolver,quantity,37,33,0.108108,0.891892
locomo,dense_e5,proposed_learned_direct_valid_resolver,quantity:comparative,1,1,0.0,1.0
locomo,dense_e5,proposed_learned_direct_valid_resolver,ratio,12,12,0.0,1.0
locomo,dense_e5,proposed_learned_direct_valid_resolver,status,1,1,0.0,1.0
locomo,dense_e5,proposed_learned_direct_valid_resolver,time_of_day,1,1,0.0,1.0
locomo,dense_e5,proposed_learned_direct_valid_resolver,title_or_name,160,133,0.16875,0.83125
locomo,dense_e5,proposed_learned_direct_valid_resolver,when,271,184,0.321033,0.678967
locomo,dense_e5,proposed_learned_direct_valid_resolver,where,91,63,0.307692,0.692308
locomo,dense_e5,reader_llama31_8b_instruct,activity_list,44,44,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,breed,1,1,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,color,4,4,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,degree,1,1,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,duration,35,35,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,event_name,89,89,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,field,2,2,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,generic,876,867,0.010274,0.989726
locomo,dense_e5,reader_llama31_8b_instruct,generic:comparative,3,3,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,group_name,53,52,0.018868,0.981132
locomo,dense_e5,reader_llama31_8b_instruct,identity,1,1,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,item_name,182,182,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,item_name:comparative,1,1,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,judgment,44,44,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,judgment:comparative,5,5,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,occupation,3,3,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,person_name,52,50,0.038462,0.961538
locomo,dense_e5,reader_llama31_8b_instruct,pet_name,12,12,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,preference_choice:comparative,2,2,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,price,2,2,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,quantity,37,37,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,quantity:comparative,1,1,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,ratio,12,12,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,status,1,1,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,time_of_day,1,1,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,title_or_name,160,155,0.03125,0.96875
locomo,dense_e5,reader_llama31_8b_instruct,when,271,271,0.0,1.0
locomo,dense_e5,reader_llama31_8b_instruct,where,91,90,0.010989,0.989011
locomo,dense_e5,reader_qwen25_7b_instruct,activity_list,44,44,0.0,1.0
locomo,dense_e5,reader_qwen25_7b_instruct,breed,1,1,0.0,1.0
locomo,dense_e5,reader_qwen25_7b_instruct,color,4,4,0.0,1.0
locomo,dense_e5,reader_qwen25_7b_instruct,degree,1,1,0.0,1.0
locomo,dense_e5,reader_qwen25_7b_instruct,duration,35,35,0.0,1.0
locomo,dense_e5,reader_qwen25_7b_instruct,event_name,89,87,0.022472,0.977528
locomo,dense_e5,reader_qwen25_7b_instruct,field,2,2,0.0,1.0
locomo,dense_e5,reader_qwen25_7b_instruct,generic,876,870,0.006849,0.993151
locomo,dense_e5,reader_qwen25_7b_instruct,generic:comparative,3,3,0.0,1.0
locomo,dense_e5,reader_qwen25_7b_instruct,group_name,53,53,0.0,1.0
locomo,dense_e5,reader_qwen25_7b_instruct,identity,1,1,0.0,1.0
locomo,dense_e5,reader_qwen25_7b_instruct,item_name,182,181,0.005495,0.994505
locomo,dense_e5,reader_qwen25_7b_instruct,item_name:comparative,1,1,0.0,1.0
locomo,dense_e5,reader_qwen25_7b_instruct,judgment,44,44,0.0,1.0
locomo,dense_e5,reader_qwen25_7b_instruct,judgment:comparative,5,5,0.0,1.0
locomo,dense_e5,reader_qwen25_7b_instruct,occupation,3,3,0.0,1.0
locomo,dense_e5,reader_qwen25_7b_instruct,person_name,52,51,0.019231,0.980769
locomo,dense_e5,reader_qwen25_7b_instruct,pet_name,12,12,0.0,1.0
locomo,dense_e5,reader_qwen25_7b_instruct,preference_choice:comparative,2,2,0.0,1.0
locomo,dense_e5,reader_qwen25_7b_instruct,price,2,2,0.0,1.0
locomo,dense_e5,reader_qwen25_7b_instruct,quantity,37,37,0.0,1.0
locomo,dense_e5,reader_qwen25_7b_instruct,quantity:comparative,1,1,0.0,1.0
locomo,dense_e5,reader_qwen25_7b_instruct,ratio,12,12,0.0,1.0
locomo,dense_e5,reader_qwen25_7b_instruct,status,1,1,0.0,1.0
locomo,dense_e5,reader_qwen25_7b_instruct,time_of_day,1,1,0.0,1.0
locomo,dense_e5,reader_qwen25_7b_instruct,title_or_name,160,155,0.03125,0.96875
locomo,dense_e5,reader_qwen25_7b_instruct,when,271,271,0.0,1.0
locomo,dense_e5,reader_qwen25_7b_instruct,where,91,89,0.021978,0.978022
locomo,dense_e5,retrieval_only_baseline,activity_list,44,39,0.113636,0.886364
locomo,dense_e5,retrieval_only_baseline,breed,1,1,0.0,1.0
locomo,dense_e5,retrieval_only_baseline,color,4,4,0.0,1.0
locomo,dense_e5,retrieval_only_baseline,degree,1,1,0.0,1.0
locomo,dense_e5,retrieval_only_baseline,duration,35,32,0.085714,0.914286
locomo,dense_e5,retrieval_only_baseline,event_name,89,82,0.078652,0.921348
locomo,dense_e5,retrieval_only_baseline,field,2,1,0.5,0.5
locomo,dense_e5,retrieval_only_baseline,generic,876,849,0.030822,0.969178
locomo,dense_e5,retrieval_only_baseline,generic:comparative,3,1,0.666667,0.333333
locomo,dense_e5,retrieval_only_baseline,group_name,53,50,0.056604,0.943396
locomo,dense_e5,retrieval_only_baseline,identity,1,1,0.0,1.0
locomo,dense_e5,retrieval_only_baseline,item_name,182,166,0.087912,0.912088
locomo,dense_e5,retrieval_only_baseline,item_name:comparative,1,0,1.0,0.0
locomo,dense_e5,retrieval_only_baseline,judgment,44,33,0.25,0.75
locomo,dense_e5,retrieval_only_baseline,judgment:comparative,5,1,0.8,0.2
locomo,dense_e5,retrieval_only_baseline,occupation,3,3,0.0,1.0
locomo,dense_e5,retrieval_only_baseline,person_name,52,47,0.096154,0.903846
locomo,dense_e5,retrieval_only_baseline,pet_name,12,9,0.25,0.75
locomo,dense_e5,retrieval_only_baseline,preference_choice:comparative,2,0,1.0,0.0
locomo,dense_e5,retrieval_only_baseline,price,2,1,0.5,0.5
locomo,dense_e5,retrieval_only_baseline,quantity,37,34,0.081081,0.918919
locomo,dense_e5,retrieval_only_baseline,quantity:comparative,1,1,0.0,1.0
locomo,dense_e5,retrieval_only_baseline,ratio,12,12,0.0,1.0
locomo,dense_e5,retrieval_only_baseline,status,1,1,0.0,1.0
locomo,dense_e5,retrieval_only_baseline,time_of_day,1,1,0.0,1.0
locomo,dense_e5,retrieval_only_baseline,title_or_name,160,136,0.15,0.85
locomo,dense_e5,retrieval_only_baseline,when,271,208,0.232472,0.767528
locomo,dense_e5,retrieval_only_baseline,where,91,64,0.296703,0.703297
locomo,dense_e5_rerank,proposed_learned_direct_valid,activity_list,44,34,0.227273,0.772727
locomo,dense_e5_rerank,proposed_learned_direct_valid,breed,1,0,1.0,0.0
locomo,dense_e5_rerank,proposed_learned_direct_valid,color,4,3,0.25,0.75
locomo,dense_e5_rerank,proposed_learned_direct_valid,degree,1,1,0.0,1.0
locomo,dense_e5_rerank,proposed_learned_direct_valid,duration,35,29,0.171429,0.828571
locomo,dense_e5_rerank,proposed_learned_direct_valid,event_name,89,79,0.11236,0.88764
locomo,dense_e5_rerank,proposed_learned_direct_valid,field,2,1,0.5,0.5
locomo,dense_e5_rerank,proposed_learned_direct_valid,generic,876,829,0.053653,0.946347
locomo,dense_e5_rerank,proposed_learned_direct_valid,generic:comparative,3,1,0.666667,0.333333
locomo,dense_e5_rerank,proposed_learned_direct_valid,group_name,53,49,0.075472,0.924528
locomo,dense_e5_rerank,proposed_learned_direct_valid,identity,1,1,0.0,1.0
locomo,dense_e5_rerank,proposed_learned_direct_valid,item_name,182,159,0.126374,0.873626
locomo,dense_e5_rerank,proposed_learned_direct_valid,item_name:comparative,1,0,1.0,0.0
locomo,dense_e5_rerank,proposed_learned_direct_valid,judgment,44,31,0.295455,0.704545
locomo,dense_e5_rerank,proposed_learned_direct_valid,judgment:comparative,5,1,0.8,0.2
locomo,dense_e5_rerank,proposed_learned_direct_valid,occupation,3,3,0.0,1.0
locomo,dense_e5_rerank,proposed_learned_direct_valid,person_name,52,46,0.115385,0.884615
locomo,dense_e5_rerank,proposed_learned_direct_valid,pet_name,12,8,0.333333,0.666667
locomo,dense_e5_rerank,proposed_learned_direct_valid,preference_choice:comparative,2,0,1.0,0.0
locomo,dense_e5_rerank,proposed_learned_direct_valid,price,2,2,0.0,1.0
locomo,dense_e5_rerank,proposed_learned_direct_valid,quantity,37,28,0.243243,0.756757
locomo,dense_e5_rerank,proposed_learned_direct_valid,quantity:comparative,1,1,0.0,1.0
locomo,dense_e5_rerank,proposed_learned_direct_valid,ratio,12,12,0.0,1.0
locomo,dense_e5_rerank,proposed_learned_direct_valid,status,1,1,0.0,1.0
locomo,dense_e5_rerank,proposed_learned_direct_valid,time_of_day,1,1,0.0,1.0
locomo,dense_e5_rerank,proposed_learned_direct_valid,title_or_name,160,126,0.2125,0.7875
locomo,dense_e5_rerank,proposed_learned_direct_valid,when,271,161,0.405904,0.594096
locomo,dense_e5_rerank,proposed_learned_direct_valid,where,91,61,0.32967,0.67033
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,activity_list,44,34,0.227273,0.772727
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,breed,1,0,1.0,0.0
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,color,4,3,0.25,0.75
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,degree,1,1,0.0,1.0
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,duration,35,29,0.171429,0.828571
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,event_name,89,79,0.11236,0.88764
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,field,2,1,0.5,0.5
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,generic,876,830,0.052511,0.947489
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,generic:comparative,3,1,0.666667,0.333333
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,group_name,53,49,0.075472,0.924528
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,identity,1,1,0.0,1.0
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,item_name,182,159,0.126374,0.873626
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,item_name:comparative,1,0,1.0,0.0
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,judgment,44,32,0.272727,0.727273
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,judgment:comparative,5,1,0.8,0.2
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,occupation,3,3,0.0,1.0
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,person_name,52,45,0.134615,0.865385
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,pet_name,12,8,0.333333,0.666667
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,preference_choice:comparative,2,0,1.0,0.0
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,price,2,2,0.0,1.0
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,quantity,37,28,0.243243,0.756757
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,quantity:comparative,1,1,0.0,1.0
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,ratio,12,12,0.0,1.0
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,status,1,1,0.0,1.0
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,time_of_day,1,1,0.0,1.0
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,title_or_name,160,129,0.19375,0.80625
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,when,271,160,0.409594,0.590406
locomo,dense_e5_rerank,proposed_learned_direct_valid_resolver,where,91,59,0.351648,0.648352
locomo,dense_e5_rerank,reader_llama31_8b_instruct,activity_list,44,44,0.0,1.0
locomo,dense_e5_rerank,reader_llama31_8b_instruct,breed,1,1,0.0,1.0
locomo,dense_e5_rerank,reader_llama31_8b_instruct,color,4,4,0.0,1.0
locomo,dense_e5_rerank,reader_llama31_8b_instruct,degree,1,1,0.0,1.0
locomo,dense_e5_rerank,reader_llama31_8b_instruct,duration,35,35,0.0,1.0
locomo,dense_e5_rerank,reader_llama31_8b_instruct,event_name,89,87,0.022472,0.977528
locomo,dense_e5_rerank,reader_llama31_8b_instruct,field,2,2,0.0,1.0
locomo,dense_e5_rerank,reader_llama31_8b_instruct,generic,876,870,0.006849,0.993151
locomo,dense_e5_rerank,reader_llama31_8b_instruct,generic:comparative,3,3,0.0,1.0
locomo,dense_e5_rerank,reader_llama31_8b_instruct,group_name,53,51,0.037736,0.962264
locomo,dense_e5_rerank,reader_llama31_8b_instruct,identity,1,1,0.0,1.0
locomo,dense_e5_rerank,reader_llama31_8b_instruct,item_name,182,180,0.010989,0.989011
locomo,dense_e5_rerank,reader_llama31_8b_instruct,item_name:comparative,1,1,0.0,1.0
locomo,dense_e5_rerank,reader_llama31_8b_instruct,judgment,44,42,0.045455,0.954545
locomo,dense_e5_rerank,reader_llama31_8b_instruct,judgment:comparative,5,4,0.2,0.8
locomo,dense_e5_rerank,reader_llama31_8b_instruct,occupation,3,3,0.0,1.0
locomo,dense_e5_rerank,reader_llama31_8b_instruct,person_name,52,49,0.057692,0.942308
locomo,dense_e5_rerank,reader_llama31_8b_instruct,pet_name,12,10,0.166667,0.833333
locomo,dense_e5_rerank,reader_llama31_8b_instruct,preference_choice:comparative,2,2,0.0,1.0
locomo,dense_e5_rerank,reader_llama31_8b_instruct,price,2,2,0.0,1.0
locomo,dense_e5_rerank,reader_llama31_8b_instruct,quantity,37,36,0.027027,0.972973
locomo,dense_e5_rerank,reader_llama31_8b_instruct,quantity:comparative,1,1,0.0,1.0
locomo,dense_e5_rerank,reader_llama31_8b_instruct,ratio,12,12,0.0,1.0
locomo,dense_e5_rerank,reader_llama31_8b_instruct,status,1,1,0.0,1.0
locomo,dense_e5_rerank,reader_llama31_8b_instruct,time_of_day,1,1,0.0,1.0
locomo,dense_e5_rerank,reader_llama31_8b_instruct,title_or_name,160,155,0.03125,0.96875
locomo,dense_e5_rerank,reader_llama31_8b_instruct,when,271,270,0.00369,0.99631
locomo,dense_e5_rerank,reader_llama31_8b_instruct,where,91,90,0.010989,0.989011
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,activity_list,44,43,0.022727,0.977273
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,breed,1,1,0.0,1.0
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,color,4,4,0.0,1.0
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,degree,1,1,0.0,1.0
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,duration,35,35,0.0,1.0
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,event_name,89,88,0.011236,0.988764
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,field,2,2,0.0,1.0
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,generic,876,873,0.003425,0.996575
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,generic:comparative,3,3,0.0,1.0
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,group_name,53,53,0.0,1.0
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,identity,1,1,0.0,1.0
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,item_name,182,180,0.010989,0.989011
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,item_name:comparative,1,1,0.0,1.0
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,judgment,44,44,0.0,1.0
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,judgment:comparative,5,5,0.0,1.0
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,occupation,3,3,0.0,1.0
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,person_name,52,50,0.038462,0.961538
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,pet_name,12,10,0.166667,0.833333
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,preference_choice:comparative,2,2,0.0,1.0
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,price,2,2,0.0,1.0
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,quantity,37,37,0.0,1.0
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,quantity:comparative,1,1,0.0,1.0
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,ratio,12,12,0.0,1.0
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,status,1,1,0.0,1.0
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,time_of_day,1,1,0.0,1.0
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,title_or_name,160,154,0.0375,0.9625
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,when,271,270,0.00369,0.99631
locomo,dense_e5_rerank,reader_qwen25_7b_instruct,where,91,91,0.0,1.0
locomo,dense_e5_rerank,retrieval_only_baseline,activity_list,44,35,0.204545,0.795455
locomo,dense_e5_rerank,retrieval_only_baseline,breed,1,0,1.0,0.0
locomo,dense_e5_rerank,retrieval_only_baseline,color,4,3,0.25,0.75
locomo,dense_e5_rerank,retrieval_only_baseline,degree,1,1,0.0,1.0
locomo,dense_e5_rerank,retrieval_only_baseline,duration,35,29,0.171429,0.828571
locomo,dense_e5_rerank,retrieval_only_baseline,event_name,89,79,0.11236,0.88764
locomo,dense_e5_rerank,retrieval_only_baseline,field,2,1,0.5,0.5
locomo,dense_e5_rerank,retrieval_only_baseline,generic,876,829,0.053653,0.946347
locomo,dense_e5_rerank,retrieval_only_baseline,generic:comparative,3,1,0.666667,0.333333
locomo,dense_e5_rerank,retrieval_only_baseline,group_name,53,49,0.075472,0.924528
locomo,dense_e5_rerank,retrieval_only_baseline,identity,1,1,0.0,1.0
locomo,dense_e5_rerank,retrieval_only_baseline,item_name,182,159,0.126374,0.873626
locomo,dense_e5_rerank,retrieval_only_baseline,item_name:comparative,1,0,1.0,0.0
locomo,dense_e5_rerank,retrieval_only_baseline,judgment,44,32,0.272727,0.727273
locomo,dense_e5_rerank,retrieval_only_baseline,judgment:comparative,5,2,0.6,0.4
locomo,dense_e5_rerank,retrieval_only_baseline,occupation,3,3,0.0,1.0
locomo,dense_e5_rerank,retrieval_only_baseline,person_name,52,46,0.115385,0.884615
locomo,dense_e5_rerank,retrieval_only_baseline,pet_name,12,9,0.25,0.75
locomo,dense_e5_rerank,retrieval_only_baseline,preference_choice:comparative,2,0,1.0,0.0
locomo,dense_e5_rerank,retrieval_only_baseline,price,2,2,0.0,1.0
locomo,dense_e5_rerank,retrieval_only_baseline,quantity,37,29,0.216216,0.783784
locomo,dense_e5_rerank,retrieval_only_baseline,quantity:comparative,1,1,0.0,1.0
locomo,dense_e5_rerank,retrieval_only_baseline,ratio,12,12,0.0,1.0
locomo,dense_e5_rerank,retrieval_only_baseline,status,1,1,0.0,1.0
locomo,dense_e5_rerank,retrieval_only_baseline,time_of_day,1,1,0.0,1.0
locomo,dense_e5_rerank,retrieval_only_baseline,title_or_name,160,127,0.20625,0.79375
locomo,dense_e5_rerank,retrieval_only_baseline,when,271,166,0.387454,0.612546
locomo,dense_e5_rerank,retrieval_only_baseline,where,91,62,0.318681,0.681319
locomo,hybrid_bge_m3,proposed_learned_direct_valid,activity_list,44,37,0.159091,0.840909
locomo,hybrid_bge_m3,proposed_learned_direct_valid,breed,1,1,0.0,1.0
locomo,hybrid_bge_m3,proposed_learned_direct_valid,color,4,3,0.25,0.75
locomo,hybrid_bge_m3,proposed_learned_direct_valid,degree,1,1,0.0,1.0
locomo,hybrid_bge_m3,proposed_learned_direct_valid,duration,35,31,0.114286,0.885714
locomo,hybrid_bge_m3,proposed_learned_direct_valid,event_name,89,79,0.11236,0.88764
locomo,hybrid_bge_m3,proposed_learned_direct_valid,field,2,1,0.5,0.5
locomo,hybrid_bge_m3,proposed_learned_direct_valid,generic,876,843,0.037671,0.962329
locomo,hybrid_bge_m3,proposed_learned_direct_valid,generic:comparative,3,1,0.666667,0.333333
locomo,hybrid_bge_m3,proposed_learned_direct_valid,group_name,53,49,0.075472,0.924528
locomo,hybrid_bge_m3,proposed_learned_direct_valid,identity,1,1,0.0,1.0
locomo,hybrid_bge_m3,proposed_learned_direct_valid,item_name,182,163,0.104396,0.895604
locomo,hybrid_bge_m3,proposed_learned_direct_valid,item_name:comparative,1,0,1.0,0.0
locomo,hybrid_bge_m3,proposed_learned_direct_valid,judgment,44,34,0.227273,0.772727
locomo,hybrid_bge_m3,proposed_learned_direct_valid,judgment:comparative,5,2,0.6,0.4
locomo,hybrid_bge_m3,proposed_learned_direct_valid,occupation,3,3,0.0,1.0
locomo,hybrid_bge_m3,proposed_learned_direct_valid,person_name,52,48,0.076923,0.923077
locomo,hybrid_bge_m3,proposed_learned_direct_valid,pet_name,12,7,0.416667,0.583333
locomo,hybrid_bge_m3,proposed_learned_direct_valid,preference_choice:comparative,2,0,1.0,0.0
locomo,hybrid_bge_m3,proposed_learned_direct_valid,price,2,1,0.5,0.5
locomo,hybrid_bge_m3,proposed_learned_direct_valid,quantity,37,33,0.108108,0.891892
locomo,hybrid_bge_m3,proposed_learned_direct_valid,quantity:comparative,1,1,0.0,1.0
locomo,hybrid_bge_m3,proposed_learned_direct_valid,ratio,12,12,0.0,1.0
locomo,hybrid_bge_m3,proposed_learned_direct_valid,status,1,1,0.0,1.0
locomo,hybrid_bge_m3,proposed_learned_direct_valid,time_of_day,1,1,0.0,1.0
locomo,hybrid_bge_m3,proposed_learned_direct_valid,title_or_name,160,133,0.16875,0.83125
locomo,hybrid_bge_m3,proposed_learned_direct_valid,when,271,174,0.357934,0.642066
locomo,hybrid_bge_m3,proposed_learned_direct_valid,where,91,65,0.285714,0.714286
locomo,hybrid_bge_m3,proposed_learned_direct_valid_resolver,activity_list,44,36,0.181818,0.818182
locomo,hybrid_bge_m3,proposed_learned_direct_valid_resolver,breed,1,1,0.0,1.0
locomo,hybrid_bge_m3,proposed_learned_direct_valid_resolver,color,4,3,0.25,0.75
locomo,hybrid_bge_m3,proposed_learned_direct_valid_resolver,degree,1,1,0.0,1.0
locomo,hybrid_bge_m3,proposed_learned_direct_valid_resolver,duration,35,31,0.114286,0.885714
locomo,hybrid_bge_m3,proposed_learned_direct_valid_resolver,event_name,89,79,0.11236,0.88764
locomo,hybrid_bge_m3,proposed_learned_direct_valid_resolver,field,2,1,0.5,0.5
locomo,hybrid_bge_m3,proposed_learned_direct_valid_resolver,generic,876,844,0.03653,0.96347
locomo,hybrid_bge_m3,proposed_learned_direct_valid_resolver,generic:comparative,3,1,0.666667,0.333333
locomo,hybrid_bge_m3,proposed_learned_direct_valid_resolver,group_name,53,49,0.075472,0.924528
locomo,hybrid_bge_m3,proposed_learned_direct_valid_resolver,identity,1,1,0.0,1.0
